label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
0,0.0,0.0,0.0,-0.2644868493080139,-0.013756999745965004,-0.08564874529838562,-0.528346836566925,-0.24220974743366241,-0.12740303575992584,-0.5253392457962036,-0.5594434142112732,-0.17415942251682281,-0.31727921962738037,-0.675470232963562,-0.20239733159542084,-0.443337082862854,-0.6483487486839294,-0.01778074912726879,-0.527376115322113,-0.8380197882652283,-0.15514406561851501,-0.44624948501586914,-0.5746771693229675,-0.22157256305217743,-0.38948947191238403,-0.4750891923904419,-0.24819660186767578,-0.2804504930973053,-0.7333722710609436,-0.031129522249102592,-0.36502623558044434,-0.9309972524642944,-0.16935332119464874,-0.2827156186103821,-0.6025012135505676,-0.1711317002773285,-0.23102958500385284,-0.5017181634902954,-0.13089054822921753,-0.11428655683994293,-0.7741722464561462,-0.07234131544828415,-0.18810319900512695,-0.9532952904701233,-0.21405626833438873,-0.13062784075737,-0.6175891757011414,-0.15611357986927032,-0.08707395195960999,-0.48379990458488464,-0.07030574232339859,0.06975583732128143,-0.7785096168518066,-0.12329761683940887,-0.015278121456503868,-0.9603521823883057,-0.19963857531547546,-0.003249888774007559,-0.7302838563919067,-0.1489206850528717,0.02487049624323845,-0.6053122878074646,-0.08500992506742477
0,0.0,0.0,0.0,-0.2611912190914154,-0.008868847973644733,-0.0884193480014801,-0.5291376113891602,-0.23761051893234253,-0.1288452297449112,-0.5368443131446838,-0.5627365708351135,-0.17464685440063477,-0.32731807231903076,-0.6684424877166748,-0.20155879855155945,-0.439133882522583,-0.6306818723678589,-0.013758382759988308,-0.5289126038551331,-0.834266185760498,-0.14939966797828674,-0.44288578629493713,-0.5766509771347046,-0.21379321813583374,-0.37957701086997986,-0.4816683232784271,-0.2390841245651245,-0.2794349789619446,-0.7220652103424072,-0.024804813787341118,-0.3659760355949402,-0.93062424659729,-0.16237081587314606,-0.2840144634246826,-0.6013487577438354,-0.16239695250988007,-0.22976289689540863,-0.4971562922000885,-0.12012787163257599,-0.11594294011592865,-0.7661681175231934,-0.06451956927776337,-0.1917564570903778,-0.9504840970039368,-0.20708973705768585,-0.13383279740810394,-0.6131730079650879,-0.14890168607234955,-0.08649984002113342,-0.47597652673721313,-0.06139001250267029,0.0659351721405983,-0.7739190459251404,-0.11438338458538055,-0.01877211220562458,-0.9637051820755005,-0.18992339074611664,-0.0036934164818376303,-0.7375776171684265,-0.13923406600952148,0.029233437031507492,-0.6125778555870056,-0.07521415501832962
0,0.0,0.0,0.0,-0.25712254643440247,-0.010352800600230694,-0.08910880237817764,-0.520018994808197,-0.23000261187553406,-0.13294482231140137,-0.5208819508552551,-0.5494673848152161,-0.18143637478351593,-0.30989953875541687,-0.6625572443008423,-0.21087293326854706,-0.44310030341148376,-0.6310125589370728,-0.02188972570002079,-0.5283373594284058,-0.8299533724784851,-0.1609175205230713,-0.4420836865901947,-0.5703547596931458,-0.2259354144334793,-0.3813498616218567,-0.47848600149154663,-0.2521001100540161,-0.2814028859138489,-0.7215943336486816,-0.03444727882742882,-0.3658566474914551,-0.9306712746620178,-0.1769505888223648,-0.2833631932735443,-0.6002756357192993,-0.17698246240615845,-0.2323153018951416,-0.5020005106925964,-0.1346815973520279,-0.11608995497226715,-0.7658922076225281,-0.07540078461170197,-0.18613657355308533,-0.949467122554779,-0.22074627876281738,-0.1293967366218567,-0.6125237941741943,-0.1609087437391281,-0.08607252687215805,-0.48425227403640747,-0.07288497686386108,0.06834938377141953,-0.7739214301109314,-0.12647630274295807,-0.014711480587720871,-0.9555745124816895,-0.20212262868881226,-0.0010882822098210454,-0.7261289954185486,-0.1499445140361786,0.027632085606455803,-0.6054162979125977,-0.08559200912714005
0,0.0,0.0,0.0,-0.25908440351486206,-0.017601612955331802,-0.09071949869394302,-0.5187899470329285,-0.23839588463306427,-0.1365751326084137,-0.5158718228340149,-0.5519254803657532,-0.1872793436050415,-0.30842772126197815,-0.6774527430534363,-0.21808047592639923,-0.43757373094558716,-0.6477820873260498,-0.02430410496890545,-0.5322012901306152,-0.8301643133163452,-0.17072045803070068,-0.4420417547225952,-0.5688924193382263,-0.23780231177806854,-0.37867793440818787,-0.48933538794517517,-0.2640233337879181,-0.274125337600708,-0.7366255521774292,-0.03789622709155083,-0.3655637502670288,-0.9307863116264343,-0.18647882342338562,-0.27930349111557007,-0.5916227102279663,-0.18462428450584412,-0.22430479526519775,-0.5084800720214844,-0.13976924121379852,-0.10727804899215698,-0.7791991829872131,-0.08118713647127151,-0.18262575566768646,-0.9444300532341003,-0.23336078226566315,-0.12424887716770172,-0.6018332839012146,-0.17071141302585602,-0.07606574892997742,-0.48925909399986267,-0.07892318069934845,0.07821452617645264,-0.7869296669960022,-0.13471494615077972,-0.009790373034775257,-0.9627658128738403,-0.21360467374324799,0.0019364797044545412,-0.7306598424911499,-0.15970870852470398,0.03392922133207321,-0.6181591749191284,-0.09273736923933029
0,0.0,0.0,0.0,-0.258296400308609,-0.006459712516516447,-0.08242378383874893,-0.5234010815620422,-0.23560865223407745,-0.12108920514583588,-0.5181770324707031,-0.5556879043579102,-0.16566941142082214,-0.3106589913368225,-0.6769647002220154,-0.19106251001358032,-0.43972745537757874,-0.6327659487724304,-0.016486424952745438,-0.5340831875801086,-0.8360374569892883,-0.15667051076889038,-0.44559022784233093,-0.5705471038818359,-0.22142216563224792,-0.38207054138183594,-0.4742136001586914,-0.24620190262794495,-0.2756994962692261,-0.7216905951499939,-0.031813718378543854,-0.3668556213378906,-0.9302778840065002,-0.17358894646167755,-0.28064316511154175,-0.5950421690940857,-0.17253470420837402,-0.22798196971416473,-0.49888548254966736,-0.12901677191257477,-0.10743317008018494,-0.7650900483131409,-0.07529936730861664,-0.18382684886455536,-0.9488270878791809,-0.21859632432460785,-0.12525586783885956,-0.608116865158081,-0.15498369932174683,-0.08196762949228287,-0.4833722412586212,-0.06498110294342041,0.07964888960123062,-0.7733763456344604,-0.12844571471214294,-0.008589597418904305,-0.9554175138473511,-0.2017136663198471,0.0063529121689498425,-0.7230545878410339,-0.14599135518074036,0.036441244184970856,-0.6082369089126587,-0.07937867939472198
0,0.0,0.0,0.0,-0.25827479362487793,-0.008323234505951405,-0.08549558371305466,-0.5235891342163086,-0.2387373447418213,-0.12408169358968735,-0.5173190236091614,-0.5636141300201416,-0.16767828166484833,-0.3077388405799866,-0.6893740892410278,-0.19152158498764038,-0.4426678419113159,-0.6307597756385803,-0.017352411523461342,-0.535723090171814,-0.8182110786437988,-0.15612566471099854,-0.4479890465736389,-0.5500435829162598,-0.21744121611118317,-0.38708117604255676,-0.4689430594444275,-0.24140937626361847,-0.28193187713623047,-0.7260755896568298,-0.03188903629779816,-0.37119215726852417,-0.9285560846328735,-0.17406891286373138,-0.2869148850440979,-0.5873815417289734,-0.1695338785648346,-0.2332162708044052,-0.5063214898109436,-0.12351767718791962,-0.11574196070432663,-0.7720692157745361,-0.07501382380723953,-0.18649141490459442,-0.9404916167259216,-0.2219507247209549,-0.13013510406017303,-0.5947613716125488,-0.1574130803346634,-0.08591663092374802,-0.4854677617549896,-0.06608105450868607,0.0691252127289772,-0.7823538184165955,-0.12803767621517181,-0.01280574593693018,-0.954656720161438,-0.20471744239330292,-0.0005036694346927106,-0.7160722017288208,-0.14943209290504456,0.029105698689818382,-0.6051119565963745,-0.08249183744192123
0,0.0,0.0,0.0,-0.2574758231639862,-0.0023284670896828175,-0.08708608895540237,-0.5174440741539001,-0.22614866495132446,-0.13050279021263123,-0.5165058970451355,-0.5477427244186401,-0.17831268906593323,-0.3106672167778015,-0.6788973212242126,-0.2075316458940506,-0.4482499361038208,-0.6301527619361877,-0.022642625495791435,-0.5315492749214172,-0.8292942047119141,-0.16546593606472015,-0.4449489414691925,-0.576859712600708,-0.23400668799877167,-0.38186541199684143,-0.47054117918014526,-0.2593246102333069,-0.2841680347919464,-0.7218888401985168,-0.03534836322069168,-0.36600232124328613,-0.9306139349937439,-0.17812487483024597,-0.2827671468257904,-0.6055607795715332,-0.18133510649204254,-0.23246893286705017,-0.4944199025630951,-0.13988545536994934,-0.11622566729784012,-0.7659226059913635,-0.0759376734495163,-0.18110434710979462,-0.93808513879776,-0.2222711592912674,-0.12306592613458633,-0.60703444480896,-0.1668979525566101,-0.08287402242422104,-0.47010940313339233,-0.08067400753498077,0.07082606106996536,-0.7745965123176575,-0.12578324973583221,-0.01083962619304657,-0.9532184600830078,-0.20360977947711945,0.0042798928916454315,-0.7254568934440613,-0.1528199017047882,0.03109452873468399,-0.5994982719421387,-0.0878758653998375
0,0.0,0.0,0.0,-0.25766682624816895,-0.007329799700528383,-0.08221300691366196,-0.5155587196350098,-0.24521170556545258,-0.11869733035564423,-0.5125929117202759,-0.5700721144676208,-0.16109462082386017,-0.31000807881355286,-0.68149733543396,-0.18460115790367126,-0.43287307024002075,-0.634220540523529,-0.015265177935361862,-0.5106483101844788,-0.8485843539237976,-0.1510404646396637,-0.4283745288848877,-0.5930432677268982,-0.2113673835992813,-0.3745475113391876,-0.4928606152534485,-0.23303356766700745,-0.2725012004375458,-0.7222952246665955,-0.030057653784751892,-0.3458214998245239,-0.9383003115653992,-0.16902698576450348,-0.26861849427223206,-0.6085861921310425,-0.16755260527133942,-0.22886806726455688,-0.5074438452720642,-0.12344780564308167,-0.1083410233259201,-0.7627466917037964,-0.0726902112364769,-0.1632794886827469,-0.9340628385543823,-0.21593283116817474,-0.10962264984846115,-0.6050220131874084,-0.15854515135288239,-0.07839348912239075,-0.48447534441947937,-0.07218808680772781,0.07391808927059174,-0.7675259113311768,-0.12455055862665176,0.0040276688523590565,-0.9549931287765503,-0.19775515794754028,0.017780164256691933,-0.7304123640060425,-0.14519092440605164,0.03740580752491951,-0.6112270355224609,-0.08067745715379715
0,0.0,0.0,0.0,-0.2602826654911041,-0.013349422253668308,-0.08277875185012817,-0.518645167350769,-0.25629469752311707,-0.12181299924850464,-0.5046669840812683,-0.5813912153244019,-0.16659556329250336,-0.2940504252910614,-0.6861242651939392,-0.19282370805740356,-0.4306280314922333,-0.637137234210968,-0.01746501214802265,-0.5153169631958008,-0.8436604738235474,-0.1548386812210083,-0.4358510673046112,-0.5912314653396606,-0.21876654028892517,-0.3767891228199005,-0.49752429127693176,-0.24385040998458862,-0.2710513472557068,-0.7241790890693665,-0.03219100460410118,-0.3492664396762848,-0.9370234608650208,-0.17280279099941254,-0.2767540216445923,-0.6131891012191772,-0.1739327758550644,-0.23198236525058746,-0.5165149569511414,-0.13219979405403137,-0.10851947963237762,-0.7630157470703125,-0.0746789276599884,-0.16950055956840515,-0.9397721290588379,-0.21567024290561676,-0.12098528444766998,-0.6119577884674072,-0.15788789093494415,-0.08437847346067429,-0.49220114946365356,-0.07230781018733978,0.0730798989534378,-0.7673033475875854,-0.12706372141838074,-0.002165305195376277,-0.949246346950531,-0.19862991571426392,0.006597120780497789,-0.7273944616317749,-0.14721645414829254,0.030501261353492737,-0.6122724413871765,-0.08443154394626617
0,0.0,0.0,0.0,-0.2570492923259735,-0.01555121410638094,-0.08192180842161179,-0.5084143877029419,-0.25459161400794983,-0.1216609850525856,-0.49859827756881714,-0.574662983417511,-0.1672547459602356,-0.2956750988960266,-0.6809004545211792,-0.19485874474048615,-0.43052297830581665,-0.6504528522491455,-0.01556531060487032,-0.5109937191009521,-0.8461980819702148,-0.14585112035274506,-0.4304259121417999,-0.594281792640686,-0.20783226191997528,-0.37296682596206665,-0.4970366060733795,-0.2327890247106552,-0.2710916996002197,-0.7332109808921814,-0.029516955837607384,-0.34850063920021057,-0.9373086094856262,-0.16299079358577728,-0.27261465787887573,-0.6164267063140869,-0.16459739208221436,-0.2261246144771576,-0.5101606845855713,-0.1250673532485962,-0.10803335160017014,-0.7703313231468201,-0.07021505385637283,-0.16913776099681854,-0.9412556290626526,-0.20708325505256653,-0.11940044909715652,-0.6161041259765625,-0.15301118791103363,-0.08254024386405945,-0.4835784137248993,-0.07095472514629364,0.07259931415319443,-0.7714722752571106,-0.1203121542930603,-0.004238641355186701,-0.9518061876296997,-0.19195519387722015,0.004703462589532137,-0.7297981977462769,-0.14272114634513855,0.027390584349632263,-0.60329669713974,-0.0814053937792778
0,0.0,0.0,0.0,-0.26069074869155884,-0.015656884759664536,-0.08515175431966782,-0.5175831913948059,-0.25578615069389343,-0.1253904104232788,-0.5016871094703674,-0.5804206728935242,-0.17093005776405334,-0.29193100333213806,-0.6872342228889465,-0.1970556080341339,-0.43732649087905884,-0.6472556591033936,-0.016824232414364815,-0.516301691532135,-0.8484650254249573,-0.15231627225875854,-0.4328649044036865,-0.5903751850128174,-0.2145405262708664,-0.3759291172027588,-0.49890124797821045,-0.2390204817056656,-0.27628496289253235,-0.7300347685813904,-0.03059927374124527,-0.34993401169776917,-0.9367743730545044,-0.17040668427944183,-0.27069923281669617,-0.6111188530921936,-0.17180034518241882,-0.2290930449962616,-0.5158897638320923,-0.13069699704647064,-0.11289973556995392,-0.768094539642334,-0.07219130545854568,-0.16834381222724915,-0.936477780342102,-0.2149798572063446,-0.1146755963563919,-0.6068382859230042,-0.15890677273273468,-0.08226275444030762,-0.487183153629303,-0.0741318091750145,0.06694138050079346,-0.7702949643135071,-0.1235305517911911,-0.003131135832518339,-0.947940468788147,-0.19738124310970306,0.010176734067499638,-0.723621129989624,-0.14710725843906403,0.03144127130508423,-0.6073451638221741,-0.08456242084503174
0,0.0,0.0,0.0,-0.2659851610660553,-0.020085478201508522,-0.08256795257329941,-0.5113999247550964,-0.25708943605422974,-0.12437815964221954,-0.49594295024871826,-0.5758868455886841,-0.17209121584892273,-0.29520055651664734,-0.683476984500885,-0.2037409096956253,-0.429835706949234,-0.64178466796875,-0.019395628944039345,-0.4991106390953064,-0.8479899764060974,-0.14619873464107513,-0.42720577120780945,-0.6055229902267456,-0.20929750800132751,-0.3738151788711548,-0.49838632345199585,-0.23561549186706543,-0.2704792022705078,-0.723967432975769,-0.032772742211818695,-0.3398810029029846,-0.940468430519104,-0.16533160209655762,-0.2701002359390259,-0.6302797794342041,-0.1745418757200241,-0.22323428094387054,-0.5083304643630981,-0.14074541628360748,-0.10810312628746033,-0.7637519836425781,-0.07122069597244263,-0.160035640001297,-0.9443345665931702,-0.20757761597633362,-0.11412214487791061,-0.6293421387672424,-0.16182377934455872,-0.07814504951238632,-0.48518702387809753,-0.08491616696119308,0.07101913541555405,-0.7651867866516113,-0.11857405304908752,0.000845877337269485,-0.9585935473442078,-0.1912321001291275,0.009974585846066475,-0.744071900844574,-0.1450531780719757,0.032684940844774246,-0.608122706413269,-0.08561574667692184
